_input,_num,_widgetName,_source,_resultNumber,_pageUrl,trade1,trade2,molecule,category,patent,dose
,709,drug_info,drug_info,709,http://www.goodrx.com/stendra,Stendra,,(avanafil),PDE5 Inhibitors,brand,6 tablets of Stendra 200mg
,710,drug_info,drug_info,710,http://www.goodrx.com/anafranil,Anafranil,,(clomipramine),Tricyclic Antidepressants,generic,60 capsules of clomipramine 50mg
,711,drug_info,drug_info,711,http://www.goodrx.com/luvox,,,(fluvoxamine),SSRIs,generic,30 tablets of fluvoxamine 100mg
,712,drug_info,drug_info,712,http://www.goodrx.com/naratriptan,naratriptan,,(Amerge),Triptans,generic,1 dose pack
,713,drug_info,drug_info,713,http://www.goodrx.com/fetzima,Fetzima,,(levomilnacipran),SNRIs,brand,1 dose pack
,714,drug_info,drug_info,714,http://www.goodrx.com/almotriptan,almotriptan,,(Axert),Triptans,generic,1 dose pack
,715,drug_info,drug_info,715,http://www.goodrx.com/sumatriptan,sumatriptan,,(Imitrex),Triptans,generic,1 dose pack
,716,drug_info,drug_info,716,http://www.goodrx.com/divalproex,divalproex,,(Depakote),Anti-epileptics,generic,60 tablets of divalproex 500mg
,717,drug_info,drug_info,717,http://www.goodrx.com/topiramate,topiramate,,(Topamax),Anti-epileptics,generic,60 tablets of topiramate 25mg
,718,drug_info,drug_info,718,http://www.goodrx.com/zolmitriptan,zolmitriptan,,(Zomig Zomig Zmt),Triptans,generic,1 dose pack
,719,drug_info,drug_info,719,http://www.goodrx.com/rizatriptan,rizatriptan,,(Maxalt Maxalt-Mlt),Triptans,generic,12 tablets of rizatriptan 10mg
,720,drug_info,drug_info,720,http://www.goodrx.com/tranylcypromine,tranylcypromine,,(Parnate),MAOIs,generic,180 tablets of tranylcypromine 10mg
,721,drug_info,drug_info,721,http://www.goodrx.com/azilect,Azilect,,(rasagiline),MAOIs,brand,30 tablets of Azilect 1mg
,722,drug_info,drug_info,722,http://www.goodrx.com/phenelzine,phenelzine,,(Nardil),MAOIs,generic,120 tablets of phenelzine 15mg
,723,drug_info,drug_info,723,http://www.goodrx.com/vanos,Vanos,,(fluocinonide),Corticosteroids,,1 tube
,724,drug_info,drug_info,724,http://www.goodrx.com/carbidopa,carbidopa,,(Lodosyn),DDCIs,generic,90 tablets of carbidopa 25mg
,725,drug_info,drug_info,725,http://www.goodrx.com/eldepryl,Eldepryl,,(selegiline),MAOIs,generic,60 tablets of selegiline 5mg
,726,drug_info,drug_info,726,http://www.goodrx.com/emsam,Emsam,,,MAOIs,,1 carton
,727,drug_info,drug_info,727,http://www.goodrx.com/parnate,Parnate,,(tranylcypromine),MAOIs,generic,180 tablets of tranylcypromine 10mg
,728,drug_info,drug_info,728,http://www.goodrx.com/selegiline,selegiline,,(Eldepryl),MAOIs,generic,60 tablets of selegiline 5mg
,729,drug_info,drug_info,729,http://www.goodrx.com/marplan,Marplan,,(isocarboxazid),MAOIs,brand,120 tablets of Marplan 10mg
,730,drug_info,drug_info,730,http://www.goodrx.com/nardil,Nardil,,(phenelzine),MAOIs,generic,120 tablets of phenelzine 15mg
,731,drug_info,drug_info,731,http://www.goodrx.com/haloperidol,haloperidol,,(Haldol),Typical Antipsychotics,generic,30 tablets of haloperidol 5mg
,732,drug_info,drug_info,732,http://www.goodrx.com/zelapar,Zelapar,,,MAOIs,brand,30 orally disintegrating tabs of Zelapar 1.25mg
,733,drug_info,drug_info,733,http://www.goodrx.com/olanzapine,olanzapine,,(Zyprexa Zydis Zyprexa),Atypical Antipsychotics,generic,30 tablets of olanzapine 5mg
,734,drug_info,drug_info,734,http://www.goodrx.com/carbamazepine,carbamazepine,epitol,(Tegretol),Anti-epileptics,generic,60 tablets of carbamazepine 200mg
,735,drug_info,drug_info,735,http://www.goodrx.com/lithium,lithium,,(Lithotabs Lithane Eskalith Lithonate),Mood Stabilizers,generic,90 capsules of lithium 300mg
,736,drug_info,drug_info,736,http://www.goodrx.com/lamotrigine,lamotrigine,,(Lamictal),Anti-epileptics,generic,30 tablets of lamotrigine 100mg
,737,drug_info,drug_info,737,http://www.goodrx.com/fluphenazine,fluphenazine,,(Prolixin Permitil),Typical Antipsychotics,generic,30 tablets of fluphenazine 5mg
,738,drug_info,drug_info,738,http://www.goodrx.com/risperidone,risperidone,,(Risperdal M-Tab Risperdal),Atypical Antipsychotics,generic,30 tablets of risperidone 1mg
,739,drug_info,drug_info,739,http://www.goodrx.com/ziprasidone,ziprasidone,,(Geodon),Atypical Antipsychotics,generic,60 capsules of ziprasidone 60mg
,740,drug_info,drug_info,740,http://www.goodrx.com/quetiapine,quetiapine,,(Seroquel),Atypical Antipsychotics,generic,30 tablets of quetiapine 25mg
,741,drug_info,drug_info,741,http://www.goodrx.com/nolvadex,,,(tamoxifen),Estrogen Agonist/Antagonists,generic,30 tablets of tamoxifen 20mg
,742,drug_info,drug_info,742,http://www.goodrx.com/efudex,Efudex,,(fluorouracil),Nucleoside Metabolic Inhibitors,,1 bottle
,743,drug_info,drug_info,743,http://www.goodrx.com/herceptin,Herceptin,,(trastuzumab),HER2 Receptor Antagonists,brand,1 vial of Herceptin 440mg
,744,drug_info,drug_info,744,http://www.goodrx.com/aromasin,Aromasin,,(exemestane),Aromatase Inhibitors,generic,30 tablets of exemestane 25mg
,745,drug_info,drug_info,745,http://www.goodrx.com/tykerb,Tykerb,,(lapatinib),Kinase Inhibitors,brand,30 tablets of Tykerb 250mg
,746,drug_info,drug_info,746,http://www.goodrx.com/xgeva,Xgeva,,,RANKL Inhibitors,brand,1 vial
,747,drug_info,drug_info,747,http://www.goodrx.com/afinitor,Afinitor,,(everolimus),Kinase Inhibitors,brand,30 tablets of Afinitor 10mg
,748,drug_info,drug_info,748,http://www.goodrx.com/fareston,Fareston,,(toremifene),Estrogen Agonist/Antagonists,brand,30 tablets of Fareston 60mg
,749,drug_info,drug_info,749,http://www.goodrx.com/femara,Femara,,(letrozole),Aromatase Inhibitors,generic,30 tablets of letrozole 2.5mg
,750,drug_info,drug_info,750,http://www.goodrx.com/arimidex,Arimidex,,(anastrozole),Aromatase Inhibitors,generic,30 tablets of anastrozole 1mg
,751,drug_info,drug_info,751,http://www.goodrx.com/megace,Megace,,(megestrol),Progestins,generic,60 tablets of megestrol 40mg
,752,drug_info,drug_info,752,http://www.goodrx.com/kadcyla,Kadcyla,,(ado-trastuzumab emtansine),HER2 Receptor Antagonists,brand,1 vial of Kadcyla 160mg
,753,drug_info,drug_info,753,http://www.goodrx.com/zoladex,Zoladex,,(goserelin),Gonadotropin Releasing Hormone Agonists,brand,1 implant of Zoladex 3.6mg
,754,drug_info,drug_info,754,http://www.goodrx.com/ibrance,Ibrance,,(palbociclib),Kinase Inhibitors,brand,1 bottle
,755,drug_info,drug_info,755,http://www.goodrx.com/xeloda,Xeloda,,(capecitabine),Nucleoside Metabolic Inhibitors,generic,84 tablets of capecitabine 500mg
,756,drug_info,drug_info,756,http://www.goodrx.com/soltamox,Soltamox,,,Estrogen Agonist/Antagonists,,2 bottles
,757,drug_info,drug_info,757,http://www.goodrx.com/danazol,danazol,,(Danocrine),Androgens,generic,60 capsules of danazol 200mg
,758,drug_info,drug_info,758,http://www.goodrx.com/azithromycin,azithromycin,,(Zithromax),Macrolide Antibiotics,generic,1 z-pak
,759,drug_info,drug_info,759,http://www.goodrx.com/trimethoprim,trimethoprim,,(Proloprim),Antifolate Antibiotics,generic,30 tablets of trimethoprim 100mg
,760,drug_info,drug_info,760,http://www.goodrx.com/ofloxacin,ofloxacin,,(Floxin Ocuflox),Quinolone Antibiotics,,1 eye dropper
,761,drug_info,drug_info,761,http://www.goodrx.com/cefdinir,cefdinir,,(Omnicef),Cephalosporin Antibiotics,generic,20 capsules of cefdinir 300mg
,762,drug_info,drug_info,762,http://www.goodrx.com/cefprozil,cefprozil,,(Cefzil),Cephalosporin Antibiotics,generic,20 tablets of cefprozil 500mg
,763,drug_info,drug_info,763,http://www.goodrx.com/cephalexin,cephalexin,,(Keftab Keflet Keflex),Cephalosporin Antibiotics,generic,40 capsules of cephalexin 500mg
,764,drug_info,drug_info,764,http://www.goodrx.com/cefpodoxime,cefpodoxime,,(Banan Vantin),Cephalosporin Antibiotics,generic,20 tablets of cefpodoxime 200mg
,765,drug_info,drug_info,765,http://www.goodrx.com/clarithromycin,clarithromycin,,(Biaxin),Macrolide Antibiotics,generic,20 tablets of clarithromycin 500mg
,766,drug_info,drug_info,766,http://www.goodrx.com/neomycin,neomycin,,(Mycifradin Neobiotic),Aminoglycoside Antibiotics,generic,6 tablets of neomycin 500mg
,767,drug_info,drug_info,767,http://www.goodrx.com/levaquin,Levaquin,,(levofloxacin),Quinolone Antibiotics,generic,10 tablets of levofloxacin 500mg
,768,drug_info,drug_info,768,http://www.goodrx.com/ilotycin,,,(erythromycin),Macrolide Antibiotics,,1 tube
,769,drug_info,drug_info,769,http://www.goodrx.com/tobradex,Tobradex,,(tobramycin / dexamethasone),Aminoglycoside Antibiotic / Corticosteroid Combinations,,1 eye dropper
,770,drug_info,drug_info,770,http://www.goodrx.com/polytrim,Polytrim,,(polymyxin b/trimethoprim),Polypeptide / Antifolate Antibiotic Combinations,,1 eye dropper
,771,drug_info,drug_info,771,http://www.goodrx.com/veetids,,,(penicillin v potassium),Penicillin Antibiotics,generic,40 tablets of penicillin v potassium 500mg
,772,drug_info,drug_info,772,http://www.goodrx.com/garamycin,,,(gentamicin gentak),Aminoglycoside Antibiotics,,1 eye dropper
,773,drug_info,drug_info,773,http://www.goodrx.com/dynacin,Dynacin,,(minocycline),Tetracycline Antibiotics,generic,60 tablets of minocycline 100mg
,774,drug_info,drug_info,774,http://www.goodrx.com/ibudone,Ibudone,Reprexain,(xylon hydrocodone / ibuprofen),Opioid / NSAID Combinations,generic,120 tablets of hydrocodone / ibuprofen 7.5mg/200mg
,775,drug_info,drug_info,775,http://www.goodrx.com/conzip,Conzip,,,Opioids,brand,6 capsules of Conzip 100mg
,776,drug_info,drug_info,776,http://www.goodrx.com/oxycodone,oxycodone,,(Roxicodone),Opioids,generic,120 tablets of oxycodone 5mg
,777,drug_info,drug_info,777,http://www.goodrx.com/fentanyl,fentanyl,,(Duragesic),Opioids,,2 cartons
,778,drug_info,drug_info,778,http://www.goodrx.com/meperidine,meperidine,,(Demerol),Opioids,generic,60 tablets of meperidine 50mg
,779,drug_info,drug_info,779,http://www.goodrx.com/actiq,Actiq,,(fentanyl citrate),Opioids,,60 lozenges of fentanyl citrate 400mcg
,780,drug_info,drug_info,780,http://www.goodrx.com/hydromorphone,hydromorphone,,(Dilaudid),Opioids,generic,30 tablets of hydromorphone 2mg
,781,drug_info,drug_info,781,http://www.goodrx.com/levorphanol,levorphanol,,(Levo-Dromoran),Opioids,generic,90 tablets of levorphanol 2mg
,782,drug_info,drug_info,782,http://www.goodrx.com/codeine,codeine,,,Opioids,generic,90 tablets of codeine 30mg
,783,drug_info,drug_info,783,http://www.goodrx.com/abstral,Abstral,,,Opioids,,30 sublingual tablets of Abstral 800mcg
,784,drug_info,drug_info,784,http://www.goodrx.com/avinza,Avinza,,(morphine once-daily),Opioids,generic,60 capsules of morphine once-daily 60mg
,785,drug_info,drug_info,785,http://www.goodrx.com/nucynta,Nucynta,,,Opioids,brand,90 tablets of Nucynta 50mg
,786,drug_info,drug_info,786,http://www.goodrx.com/lazanda,Lazanda,,,Opioids,,1 nasal spray 400mcg/spray of Lazanda
,787,drug_info,drug_info,787,http://www.goodrx.com/demerol,Demerol,,(meperidine meperitab),Opioids,generic,60 tablets of meperidine 50mg
,788,drug_info,drug_info,788,http://www.goodrx.com/fentora,Fentora,,,Opioids,,56 buccal tablets of Fentora 200mcg
,789,drug_info,drug_info,789,http://www.goodrx.com/exalgo,Exalgo,,(hydromorphone ER),Opioids,generic,30 tablets of hydromorphone ER 16mg
,790,drug_info,drug_info,790,http://www.goodrx.com/oxecta,Oxecta,,,Opioids,brand,5 tablets of Oxecta 5mg
,791,drug_info,drug_info,791,http://www.goodrx.com/methadone,methadone,,(Dolophine Methadose),Opioids,generic,120 tablets of methadone 10mg
,792,drug_info,drug_info,792,http://www.goodrx.com/embeda,Embeda,,(morphine and naltrexone),Opioid Agonist/Antagonists,brand,30 capsules of Embeda 30mg/1.2mg
,793,drug_info,drug_info,793,http://www.goodrx.com/opium,opium,,,Opioids,,118 ml 10mg/ml of opium oral solution
,794,drug_info,drug_info,794,http://www.goodrx.com/methadose,Methadose,Dolophine,(methadone),Opioids,generic,120 tablets of methadone 10mg
,795,drug_info,drug_info,795,http://www.goodrx.com/opana,Opana,,(oxymorphone),Opioids,generic,120 tablets of oxymorphone 10mg
,796,drug_info,drug_info,796,http://www.goodrx.com/ionsys,Ionsys,,,Opioids,,1 patch 40mcg of Ionsys
,797,drug_info,drug_info,797,http://www.goodrx.com/subsys,Subsys,,,Opioids,,1 package
,798,drug_info,drug_info,798,http://www.goodrx.com/kadian,Kadian,,(morphine ER),Opioids,generic,60 capsules of morphine ER 30mg
,799,drug_info,drug_info,799,http://www.goodrx.com/onsolis,Onsolis,,,Opioids,,30 films of Onsolis 200mcg
,800,drug_info,drug_info,800,http://www.goodrx.com/percocet,Percocet,Roxicet,(oxycodone / acetaminophen),Opioid / Acetaminophen Combinations,generic,120 tablets of oxycodone / acetaminophen 5mg/325mg
,801,drug_info,drug_info,801,http://www.goodrx.com/endocet,Endocet,Roxicet,(oxycodone / acetaminophen),Opioid / Acetaminophen Combinations,generic,120 tablets of oxycodone / acetaminophen 5mg/325mg
,802,drug_info,drug_info,802,http://www.goodrx.com/etodolac,etodolac,,(Lodine),NSAIDs,generic,60 capsules of etodolac 300mg
,803,drug_info,drug_info,803,http://www.goodrx.com/buprenorphine,buprenorphine,,(Buprenex Subutex),Opioid Agonist/Antagonists,generic,60 sublingual tablets of buprenorphine 8mg
,804,drug_info,drug_info,804,http://www.goodrx.com/zolvit,zolvit,,(Lortab),Opioid / Acetaminophen Combinations,,473 ml of zolvit 10mg/300mg/15ml oral solution
,805,drug_info,drug_info,805,http://www.goodrx.com/gralise,Gralise,,,Anti-epileptics,brand,90 tablets of Gralise 600mg
,806,drug_info,drug_info,806,http://www.goodrx.com/lidocaine,lidocaine,,(Lidoderm Xylocaine),Local Anesthetics,,1 bottle
,807,drug_info,drug_info,807,http://www.goodrx.com/qutenza,Qutenza,,(capsaicin),TRPV1 Agonists,,1 kit
,808,drug_info,drug_info,808,http://www.goodrx.com/gemfibrozil,gemfibrozil,,(Lopid),Fibrates,generic,60 tablets of gemfibrozil 600mg
,809,drug_info,drug_info,809,http://www.goodrx.com/horizant,Horizant,,,Anti-epileptics,brand,30 tablets of Horizant 600mg
,810,drug_info,drug_info,810,http://www.goodrx.com/ramipril,ramipril,,(Altace),ACE Inhibitors,generic,30 capsules of ramipril 10mg
,811,drug_info,drug_info,811,http://www.goodrx.com/perindopril,perindopril,,(Aceon),ACE Inhibitors,generic,30 tablets of perindopril 8mg
,812,drug_info,drug_info,812,http://www.goodrx.com/phenytoin,phenytoin,,(Phenytek Dilantin),Anti-epileptics,generic,90 capsules of phenytoin 100mg
,813,drug_info,drug_info,813,http://www.goodrx.com/epitol,epitol,carbamazepine,(Tegretol),Anti-epileptics,generic,60 tablets of epitol 200mg
,814,drug_info,drug_info,814,http://www.goodrx.com/zonisamide,zonisamide,,(Zonegran),Anti-epileptics,generic,60 capsules of zonisamide 100mg
,815,drug_info,drug_info,815,http://www.goodrx.com/oxcarbazepine,oxcarbazepine,,(Trileptal),Anti-epileptics,generic,60 tablets of oxcarbazepine 300mg
,816,drug_info,drug_info,816,http://www.goodrx.com/clonazepam,clonazepam,,(Klonopin),Benzodiazepines,generic,60 tablets of clonazepam 0.5mg
,817,drug_info,drug_info,817,http://www.goodrx.com/seconal,Seconal,,(secobarbital),Barbiturates,brand,30 capsules of Seconal 100mg
,818,drug_info,drug_info,818,http://www.goodrx.com/butisol,Butisol,,(butabarbital),Barbiturates,brand,30 tablets of Butisol 30mg
,819,drug_info,drug_info,819,http://www.goodrx.com/flurazepam,flurazepam,,(Dalmane),Benzodiazepines,generic,30 capsules of flurazepam 30mg
,820,drug_info,drug_info,820,http://www.goodrx.com/triazolam,triazolam,,(Halcion),Benzodiazepines,generic,30 tablets of triazolam 0.25mg
,821,drug_info,drug_info,821,http://www.goodrx.com/onfi,Onfi,,(clobazam),Benzodiazepines,brand,45 tablets of Onfi 10mg
,822,drug_info,drug_info,822,http://www.goodrx.com/quazepam,quazepam,,,Benzodiazepines,generic,30 tablets of quazepam 15mg
,823,drug_info,drug_info,823,http://www.goodrx.com/estazolam,estazolam,,(Prosom),Benzodiazepines,generic,30 tablets of estazolam 2mg
,824,drug_info,drug_info,824,http://www.goodrx.com/temazepam,temazepam,,(Restoril),Benzodiazepines,generic,30 capsules of temazepam 15mg
,825,drug_info,drug_info,825,http://www.goodrx.com/halcion,Halcion,,(triazolam),Benzodiazepines,generic,30 tablets of triazolam 0.25mg
,826,drug_info,drug_info,826,http://www.goodrx.com/doral,Doral,,,Benzodiazepines,brand,90 tablets of Doral 15mg
,827,drug_info,drug_info,827,http://www.goodrx.com/afrezza,Afrezza,,,Insulins,,1 kit
,828,drug_info,drug_info,828,http://www.goodrx.com/midazolam,midazolam,,(Versed),Benzodiazepines,,3 bottles
,829,drug_info,drug_info,829,http://www.goodrx.com/novox,Novox,,(carprofen),,generic,180 tablets of carprofen 100mg
,830,drug_info,drug_info,830,http://www.goodrx.com/glimepiride,glimepiride,,(Amaryl),Sulfonylureas,generic,60 tablets of glimepiride 4mg
,831,drug_info,drug_info,831,http://www.goodrx.com/riomet,Riomet,,,Biguanides,,300 ml 500mg/5ml of Riomet oral solution
,832,drug_info,drug_info,832,http://www.goodrx.com/dayquil,Dayquil,,,Acetaminophens,,
,833,drug_info,drug_info,833,http://www.goodrx.com/glumetza,Glumetza,,,Biguanides,brand,30 tablets of Glumetza 1000mg
,834,drug_info,drug_info,834,http://www.goodrx.com/ofirmev,Ofirmev,,,Acetaminophens,,1 vial
,835,drug_info,drug_info,835,http://www.goodrx.com/diphenhydramine,diphenhydramine,,(Benadryl Unisom Zzzquil Diphenhist),Antihistamines,,
,836,drug_info,drug_info,836,http://www.goodrx.com/chlorpropamide,chlorpropamide,,(Glucamide Diabinese),Sulfonylureas,generic,60 tablets of chlorpropamide 250mg
,837,drug_info,drug_info,837,http://www.goodrx.com/glynase,Glynase,,(glyburide micronized),Sulfonylureas,generic,180 tablets of glyburide micronized 6mg
,838,drug_info,drug_info,838,http://www.goodrx.com/tolazamide,tolazamide,,(Tolinase),Sulfonylureas,generic,60 tablets of tolazamide 500mg
,839,drug_info,drug_info,839,http://www.goodrx.com/apidra,Apidra,,(insulin glulisine),Insulins,brand,1 carton
,840,drug_info,drug_info,840,http://www.goodrx.com/diabeta,Diabeta,,,Sulfonylureas,brand,60 tablets of Diabeta 5mg
,841,drug_info,drug_info,841,http://www.goodrx.com/simcor,Simcor,,(niacin and simvastatin),Statin / Nicotinic Acid Combinations,brand,30 tablets of Simcor 500mg/20mg
,842,drug_info,drug_info,842,http://www.goodrx.com/tolbutamide,tolbutamide,,(Orinase),Sulfonylureas,generic,90 tablets of tolbutamide 500mg
,843,drug_info,drug_info,843,http://www.goodrx.com/colestipol,colestipol,,(Colestid),Bile Acid Sequestrants,,60 tablets of colestipol 1g
,844,drug_info,drug_info,844,http://www.goodrx.com/fenofibrate,fenofibrate,,(Lofibra Lipofen Tricor),Fibrates,generic,30 tablets of fenofibrate 160mg
,845,drug_info,drug_info,845,http://www.goodrx.com/cholestyramine,cholestyramine,,(Questran),Bile Acid Sequestrants,,1 can
,846,drug_info,drug_info,846,http://www.goodrx.com/sprycel,Sprycel,,(dasatinib),Kinase Inhibitors,brand,30 tablets of Sprycel 100mg
,847,drug_info,drug_info,847,http://www.goodrx.com/purinethol,,,(mercaptopurine),Antimetabolites,generic,30 tablets of mercaptopurine 50mg
,848,drug_info,drug_info,848,http://www.goodrx.com/tasigna,Tasigna,,(nilotinib),Kinase Inhibitors,brand,4 dose packs
,849,drug_info,drug_info,849,http://www.goodrx.com/maxitrol,Maxitrol,,(neomycin / polymyxin b / dexamethasone),Aminoglycoside Antibiotic / Polypeptide Antibiotic / Corticosteroid Combinations,,1 tube of neomycin / polymyxin b / dexamethasone 3.5g ointment
